,TWII
2010/12/30,8907.91
2010/12/31,8972.5
2011/1/3,9025.3
2011/1/4,8997.19
2011/1/5,8846.31
2011/1/6,8883.21
2011/1/7,8782.72
2011/1/10,8817.88
2011/1/11,8931.36
2011/1/12,8965
2011/1/13,8975.58
2011/1/14,8972.51
2011/1/17,8925.09
2011/1/18,8988
2011/1/19,9086.02
2011/1/20,9022.17
2011/1/21,8954.38
2011/1/24,8947.79
2011/1/25,8991.39
2011/1/26,9055.59
2011/1/27,9102.33
2011/1/28,9145.35
2011/2/8,9111.46
2011/2/9,9006.82
2011/2/10,8836.56
2011/2/11,8609.86
2011/2/14,8685.47
2011/2/15,8721.93
2011/2/16,8712.96
2011/2/17,8683.88
2011/2/18,8843.84
2011/2/21,8839.22
2011/2/22,8673.67
2011/2/23,8528.94
2011/2/24,8541.64
2011/2/25,8599.65
2011/3/1,8727.56
2011/3/2,8619.9
2011/3/3,8738.37
2011/3/4,8784.4
2011/3/7,8713.79
2011/3/8,8747.75
2011/3/9,8750.02
2011/3/10,8642.9
2011/3/11,8567.82
2011/3/14,8520.02
2011/3/15,8234.78
2011/3/16,8324.58
2011/3/17,8282.69
2011/3/18,8394.75
2011/3/21,8467.71
2011/3/22,8508.04
2011/3/23,8545.08
2011/3/24,8576.4
2011/3/25,8610.39
2011/3/28,8553.06
2011/3/29,8596.57
2011/3/30,8646.31
2011/3/31,8683.3
2011/4/1,8705.13
2011/4/6,8851.98
2011/4/7,8901.72
2011/4/8,8894.54
2011/4/11,8880.27
2011/4/12,8732.59
2011/4/13,8780.2
2011/4/14,8802.73
2011/4/15,8718.12
2011/4/18,8714.48
2011/4/19,8638.55
2011/4/20,8813.28
2011/4/21,8957.65
2011/4/22,8969.43
2011/4/25,8950.75
2011/4/26,8948.14
2011/4/27,9049.25
2011/4/28,9040.77
2011/4/29,9007.87
2011/5/3,8946.08
2011/5/4,8947.35
2011/5/5,9018.61
2011/5/6,8977.23
2011/5/9,9035.48
2011/5/10,9023.28
2011/5/11,9020.4
2011/5/12,9033.68
2011/5/13,9006.61
2011/5/16,8911.71
2011/5/17,8884.09
2011/5/18,8944.84
2011/5/19,8892.88
2011/5/20,8837.03
2011/5/23,8747.51
2011/5/24,8756.61
2011/5/25,8727.09
2011/5/26,8788.4
2011/5/27,8810
2011/5/30,8823.68
2011/5/31,8988.84
2011/6/1,9062.35
2011/6/2,8991.36
2011/6/3,9046.28
2011/6/7,9057.1
2011/6/8,9007.53
2011/6/9,9000.94
2011/6/10,8837.82
2011/6/13,8712.95
2011/6/14,8829.21
2011/6/15,8831.45
2011/6/16,8654.43
2011/6/17,8636.1
2011/6/20,8530.68
2011/6/21,8597.62
2011/6/22,8621.04
2011/6/23,8567.28
2011/6/24,8532.83
2011/6/27,8500.16
2011/6/28,8478.86
2011/6/29,8573.38
2011/6/30,8652.59
2011/7/1,8739.82
2011/7/4,8774.72
2011/7/5,8784.44
2011/7/6,8824.44
2011/7/7,8773.42
2011/7/8,8749.55
2011/7/11,8665.85
2011/7/12,8491.01
2011/7/13,8488.06
2011/7/14,8481.35
2011/7/15,8574.91
2011/7/18,8538.57
2011/7/19,8524.57
2011/7/20,8706.17
2011/7/21,8717.14
2011/7/22,8765.32
2011/7/25,8683.51
2011/7/26,8794.24
2011/7/27,8817.49
2011/7/28,8767.2
2011/7/29,8644.18
2011/8/1,8701.38
2011/8/2,8584.72
2011/8/3,8456.86
2011/8/4,8317.27
2011/8/5,7853.13
2011/8/8,7552.8
2011/8/9,7493.12
2011/8/10,7736.32
2011/8/11,7719.09
2011/8/12,7637.02
2011/8/15,7819.39
2011/8/16,7798.59
2011/8/17,7741.76
2011/8/18,7614.97
2011/8/19,7342.96
2011/8/22,7312.59
2011/8/23,7550.23
2011/8/24,7502.93
2011/8/25,7410.87
2011/8/26,7445.1
2011/8/29,7578.01
2011/8/30,7646.19
2011/8/31,7741.36
2011/9/1,7757.76
2011/9/2,7757.06
2011/9/5,7551.57
2011/9/6,7367.19
2011/9/7,7529.01
2011/9/8,7548.37
2011/9/9,7610.57
2011/9/13,7391.37
2011/9/14,7228.47
2011/9/15,7385.68
2011/9/16,7577.4
2011/9/19,7480.88
2011/9/20,7492.85
2011/9/21,7535.88
2011/9/22,7305.5
2011/9/23,7046.22
2011/9/26,6877.12
2011/9/27,7089.95
2011/9/28,7146.98
2011/9/29,7182.61
2011/9/30,7225.38
2011/10/3,7013.97
2011/10/4,7047.87
2011/10/5,6989.15
2011/10/6,7132
2011/10/7,7211.96
2011/10/11,7398.71
2011/10/12,7382.35
2011/10/13,7428.33
2011/10/14,7358.08
2011/10/17,7461.12
2011/10/18,7359.48
2011/10/19,7353.37
2011/10/20,7244.32
2011/10/21,7254.51
2011/10/24,7470.3
2011/10/25,7491.21
2011/10/26,7535.82
2011/10/27,7565.21
2011/10/28,7616.06
2011/10/31,7587.69
2011/11/1,7622.01
2011/11/2,7598.45
2011/11/3,7460.31
2011/11/4,7603.23
2011/11/7,7621.72
2011/11/8,7600.79
2011/11/9,7561.86
2011/11/10,7308.68
2011/11/11,7367.29
2011/11/14,7525.65
2011/11/15,7491.06
2011/11/16,7387.52
2011/11/17,7387.81
2011/11/18,7233.78
2011/11/21,7042.64
2011/11/22,7000.03
2011/11/23,6806.43
2011/11/24,6864.39
2011/11/25,6784.52
2011/11/28,6898.78
2011/11/29,6988.65
2011/11/30,6904.12
2011/12/1,7178.69
2011/12/2,7140.68
2011/12/5,7098.08
2011/12/6,6956.28
2011/12/7,7033
2011/12/8,6982.9
2011/12/9,6893.3
2011/12/12,6949.04
2011/12/13,6896.31
2011/12/14,6922.57
2011/12/15,6764.59
2011/12/16,6785.09
2011/12/19,6633.33
2011/12/20,6662.64
2011/12/21,6966.48
2011/12/22,6966.35
2011/12/23,7110.73
2011/12/26,7092.58
2011/12/27,7085.03
2011/12/28,7056.67
2011/12/29,7074.82
2011/12/30,7072.08
2012/1/2,6952.21
2012/1/3,7053.38
2012/1/4,7082.97
2012/1/5,7130.86
2012/1/6,7120.51
2012/1/9,7093.04
2012/1/10,7178.87
2012/1/11,7188.21
2012/1/12,7186.58
2012/1/13,7181.54
2012/1/16,7103.62
2012/1/17,7221.08
2012/1/18,7233.69
2012/1/30,7407.41
2012/1/31,7517.08
2012/2/1,7549.21
2012/2/2,7652.46
2012/2/3,7674.99
2012/2/4,7741.24
2012/2/6,7687.98
2012/2/7,7707.44
2012/2/8,7869.91
2012/2/9,7910.78
2012/2/10,7862.27
2012/2/13,7912.91
2012/2/14,7884.08
2012/2/15,8005.24
2012/2/16,7869.7
2012/2/17,7894.36
2012/2/20,7954.82
2012/2/21,7921.5
2012/2/22,8001.68
2012/2/23,7937.3
2012/2/24,7959.34
2012/2/29,8121.44
2012/3/1,8118.34
2012/3/2,8144.04
2012/3/3,8114.44
2012/3/5,8004.74
2012/3/6,7937.97
2012/3/7,7903.08
2012/3/8,7984.56
2012/3/9,8016.01
2012/3/12,7927.55
2012/3/13,8031.51
2012/3/14,8125.26
2012/3/15,8121.62
2012/3/16,8054.94
2012/3/19,8043.92
2012/3/20,7972.7
2012/3/21,7981.94
2012/3/22,8059.94
2012/3/23,8076.61
2012/3/26,7967.62
2012/3/27,8029.46
2012/3/28,8038.07
2012/3/29,7872.66
2012/3/30,7933
2012/4/2,7862.9
2012/4/3,7760.85
2012/4/5,7639.82
2012/4/6,7706.26
2012/4/9,7600.87
2012/4/10,7640.68
2012/4/11,7656.67
2012/4/12,7662.92
2012/4/13,7788.27
2012/4/16,7729.86
2012/4/17,7585.87
2012/4/18,7605
2012/4/19,7622.69
2012/4/20,7507.15
2012/4/23,7481.09
2012/4/24,7498.84
2012/4/25,7563.18
2012/4/26,7521.35
2012/4/27,7480.5
2012/4/30,7501.72
2012/5/2,7676.81
2012/5/3,7659.53
2012/5/4,7700.95
2012/5/7,7538.08
2012/5/8,7545.71
2012/5/9,7475.71
2012/5/10,7484.01
2012/5/11,7401.37
2012/5/14,7377.18
2012/5/15,7395.64
2012/5/16,7234.57
2012/5/17,7356.77
2012/5/18,7151.19
2012/5/21,7192.23
2012/5/22,7274.89
2012/5/23,7147.75
2012/5/24,7124.89
2012/5/25,7071.63
2012/5/28,7136
2012/5/29,7342.29
2012/5/30,7261.8
2012/5/31,7301.5
2012/6/1,7106.09
2012/6/4,6894.66
2012/6/5,7000.45
2012/6/6,7056.15
2012/6/7,7080.31
2012/6/8,6999.65
2012/6/11,7120.23
2012/6/12,7072.08
2012/6/13,7088.83
2012/6/14,7075.1
2012/6/15,7155.83
2012/6/18,7281.5
2012/6/19,7273.13
2012/6/20,7334.63
2012/6/21,7279.05
2012/6/22,7222.05
2012/6/25,7166.38
2012/6/26,7137.93
2012/6/27,7183.01
2012/6/28,7169.61
2012/6/29,7296.28
2012/7/2,7345.16
2012/7/3,7418.36
2012/7/4,7422.59
2012/7/5,7387.78
2012/7/6,7368.59
2012/7/9,7309.96
2012/7/10,7251.35
2012/7/11,7257.91
2012/7/12,7130.93
2012/7/13,7104.27
2012/7/16,7090.04
2012/7/17,7127
2012/7/18,7049.05
2012/7/19,7148.57
2012/7/20,7164.68
2012/7/23,7028.73
2012/7/24,7008.35
2012/7/25,6979.13
2012/7/26,6970.69
2012/7/27,7124.49
2012/7/30,7158.88
2012/7/31,7270.49
2012/8/1,7267.96
2012/8/3,7217.51
2012/8/6,7286.33
2012/8/7,7295.46
2012/8/8,7319.8
2012/8/9,7433.7
2012/8/10,7441.12
2012/8/13,7436.3
2012/8/14,7479.25
2012/8/15,7467.74
2012/8/16,7490.21
2012/8/17,7467.92
2012/8/20,7431.91
2012/8/21,7506.81
2012/8/22,7496.58
2012/8/23,7505.17
2012/8/24,7477.53
2012/8/27,7468.22
2012/8/28,7361.94
2012/8/29,7391.15
2012/8/30,7371.44
2012/8/31,7397.06
2012/9/3,7450.53
2012/9/4,7451.35
2012/9/5,7367.44
2012/9/6,7326.72
2012/9/7,7424.91
2012/9/10,7482.74
2012/9/11,7485.13
2012/9/12,7570.45
2012/9/13,7578.8
2012/9/14,7738.05
2012/9/17,7762.22
2012/9/18,7734.26
2012/9/19,7781.91
2012/9/20,7727.55
2012/9/21,7754.59
2012/9/24,7768.3
2012/9/25,7734.13
2012/9/26,7669.63
2012/9/27,7683.8
2012/9/28,7715.16
2012/10/1,7675.72
2012/10/2,7718.68
2012/10/3,7684.63
2012/10/4,7682.34
2012/10/5,7690.65
2012/10/8,7615.89
2012/10/9,7592.01
2012/10/11,7451.72
2012/10/12,7437.04
2012/10/15,7418.9
2012/10/16,7471.02
2012/10/17,7464.4
2012/10/18,7465.41
2012/10/19,7408.76
2012/10/22,7373.04
2012/10/23,7337.48
2012/10/24,7314.88
2012/10/25,7262.08
2012/10/26,7134.06
2012/10/29,7091.67
2012/10/30,7182.59
2012/10/31,7166.05
2012/11/1,7179.64
2012/11/2,7210.47
2012/11/5,7185.36
2012/11/6,7236.68
2012/11/7,7287.18
2012/11/8,7242.63
2012/11/9,7293.22
2012/11/12,7267.75
2012/11/13,7136.05
2012/11/14,7159.75
2012/11/15,7143.84
2012/11/16,7130.07
2012/11/19,7129.04
2012/11/20,7145.77
2012/11/21,7088.49
2012/11/22,7105.76
2012/11/23,7326.01
2012/11/26,7407.37
2012/11/27,7430.2
2012/11/28,7434.93
2012/11/29,7503.55
2012/11/30,7580.17
2012/12/3,7599.91
2012/12/4,7600.98
2012/12/5,7649.05
2012/12/6,7623.26
2012/12/7,7642.26
2012/12/10,7609.5
2012/12/11,7613.69
2012/12/12,7690.19
2012/12/13,7757.09
2012/12/14,7698.77
2012/12/17,7631.28
2012/12/18,7643.74
2012/12/19,7677.47
2012/12/20,7595.46
2012/12/21,7519.93
2012/12/22,7540.14
2012/12/24,7535.52
2012/12/25,7636.57
2012/12/26,7634.19
2012/12/27,7648.41
2012/12/28,7699.5
2013/1/2,7779.22
2013/1/3,7836.84
2013/1/4,7805.99
2013/1/7,7755.09
2013/1/8,7721.66
2013/1/9,7738.64
2013/1/10,7811.64
2013/1/11,7819.15
2013/1/14,7823.97
2013/1/15,7765.02
2013/1/16,7700.43
2013/1/17,7616.64
2013/1/18,7732.87
2013/1/21,7724.92
2013/1/22,7759.1
2013/1/23,7744.18
2013/1/24,7695.99
2013/1/25,7672.58
2013/1/28,7714.67
2013/1/29,7802
2013/1/30,7832.98
2013/1/31,7850.02
2013/2/1,7855.97
2013/2/4,7923.16
2013/2/5,7886.94
2013/2/6,7906.65
2013/2/18,7943.53
2013/2/19,7960.88
2013/2/20,8029.1
2013/2/21,7957.46
2013/2/22,7947.72
2013/2/23,7986.89
2013/2/25,7947.68
2013/2/26,7880.9
2013/2/27,7897.98
2013/3/1,7964.63
2013/3/4,7867.34
2013/3/5,7932.71
2013/3/6,7950.3
2013/3/7,7960.51
2013/3/8,8015.14
2013/3/11,8038.72
2013/3/12,7994.71
2013/3/13,7995.51
2013/3/14,7951.76
2013/3/15,7927.49
2013/3/18,7811.34
2013/3/19,7838.47
2013/3/20,7798.03
2013/3/21,7811.84
2013/3/22,7796.22
2013/3/25,7856.12
2013/3/26,7856.36
2013/3/27,7894.12
2013/3/28,7866.88
2013/3/29,7918.61
2013/4/1,7899.24
2013/4/2,7913.18
2013/4/3,7942.35
2013/4/8,7752.79
2013/4/9,7728.54
2013/4/10,7752.8
2013/4/11,7857.98
2013/4/12,7821.63
2013/4/15,7763.53
2013/4/16,7801.05
2013/4/17,7809.07
2013/4/18,7791.35
2013/4/19,7930.8
2013/4/22,7970.38
2013/4/23,7942.77
2013/4/24,8023.71
2013/4/25,8021.75
2013/4/26,8022.06
2013/4/29,8029.74
2013/4/30,8093.66
2013/5/2,8128.51
2013/5/3,8135.03
2013/5/6,8169.05
2013/5/7,8163.06
2013/5/8,8267.09
2013/5/9,8285.89
2013/5/10,8280.26
2013/5/13,8248.32
2013/5/14,8251.82
2013/5/15,8318.59
2013/5/16,8390.05
2013/5/17,8368.19
2013/5/20,8377.05
2013/5/21,8383.05
2013/5/22,8398.84
2013/5/23,8237.83
2013/5/24,8209.78
2013/5/27,8280.1
2013/5/28,8263.05
2013/5/29,8337.9
2013/5/30,8243.29
2013/5/31,8254.8
2013/6/3,8201.02
2013/6/4,8191.22
2013/6/5,8181.91
2013/6/6,8096.14
2013/6/7,8095.2
2013/6/10,8160.55
2013/6/11,8116.15
2013/6/13,7951.66
2013/6/14,7937.74
2013/6/17,7992.89
2013/6/18,8011.02
2013/6/19,8007.39
2013/6/20,7898.91
2013/6/21,7793.31
2013/6/24,7758.03
2013/6/25,7663.23
2013/6/26,7784.8
2013/6/27,7883.9
2013/6/28,8062.21
2013/7/1,8036
2013/7/2,8015.86
2013/7/3,7911.42
2013/7/4,7893.72
2013/7/5,8001.82
2013/7/8,7886.34
2013/7/9,7971.18
2013/7/10,8011.69
2013/7/11,8179.54
2013/7/12,8220.49
2013/7/15,8254.68
2013/7/16,8260.11
2013/7/17,8258.95
2013/7/18,8194.88
2013/7/19,8062.03
2013/7/22,8105.45
2013/7/23,8214.65
2013/7/24,8196.19
2013/7/25,8163.58
2013/7/26,8149.4
2013/7/29,8084.5
2013/7/30,8163.55
2013/7/31,8107.94
2013/8/1,8056.22
2013/8/2,8099.88
2013/8/5,8138.63
2013/8/6,8038.91
2013/8/7,7921.29
2013/8/8,7907.67
2013/8/9,7856.14
2013/8/12,7903.38
2013/8/13,7986.27
2013/8/14,7951.33
2013/8/15,7887.26
2013/8/16,7925
2013/8/19,7900.21
2013/8/20,7832.65
2013/8/22,7814.38
2013/8/23,7873.31
2013/8/26,7894.97
2013/8/27,7820.84
2013/8/28,7824.54
2013/8/29,7917.66
2013/8/30,8021.89
2013/9/2,8038.86
2013/9/3,8088.37
2013/9/4,8083.44
2013/9/5,8169.1
2013/9/6,8164.2
2013/9/9,8192.11
2013/9/10,8208.77
2013/9/11,8208.99
2013/9/12,8225.36
2013/9/13,8168.2
2013/9/14,8142.48
2013/9/16,8255.34
2013/9/17,8249.78
2013/9/18,8209.18
2013/9/23,8292.83
2013/9/24,8299.12
2013/9/25,8283.9
2013/9/26,8184.68
2013/9/27,8230.68
2013/9/30,8173.87
2013/10/1,8187.02
2013/10/2,8216.52
2013/10/3,8359.02
2013/10/4,8364.55
2013/10/7,8333.66
2013/10/8,8375.65
2013/10/9,8344.73
2013/10/11,8349.37
2013/10/14,8273.96
2013/10/15,8367.88
2013/10/16,8332.18
2013/10/17,8374.68
2013/10/18,8441.19
2013/10/21,8419.32
2013/10/22,8418.27
2013/10/23,8393.62
2013/10/24,8413.72
2013/10/25,8346.62
2013/10/28,8407.83
2013/10/29,8420.98
2013/10/30,8465.06
2013/10/31,8450.06
2013/11/1,8388.18
2013/11/4,8354.14
2013/11/5,8262.2
2013/11/6,8281.97
2013/11/7,8283.71
2013/11/8,8229.59
2013/11/11,8182.56
2013/11/12,8195.26
2013/11/13,8104.26
2013/11/14,8134.91
2013/11/15,8177.12
2013/11/18,8191.46
2013/11/19,8260.21
2013/11/20,8204.46
2013/11/21,8099.45
2013/11/22,8116.78
2013/11/25,8187.51
2013/11/26,8248.02
2013/11/27,8295.88
2013/11/28,8362.43
2013/11/29,8406.83
2013/12/2,8414.61
2013/12/3,8392.55
2013/12/4,8418
2013/12/5,8375.54
2013/12/6,8367.72
2013/12/9,8444.62
2013/12/10,8443.39
2013/12/11,8433.77
2013/12/12,8361.33
2013/12/13,8376.94
2013/12/16,8313.87
2013/12/17,8352.93
2013/12/18,8349.04
2013/12/19,8407.4
2013/12/20,8408.53
2013/12/23,8456.46
2013/12/24,8450.49
2013/12/25,8467.76
2013/12/26,8485.89
2013/12/27,8535.04
2013/12/30,8623.43
2013/12/31,8611.51
2014/1/2,8612.54
2014/1/3,8546.54
2014/1/6,8500.01
2014/1/7,8512.3
2014/1/8,8556.01
2014/1/9,8514.68
2014/1/10,8529.35
2014/1/13,8566.2
2014/1/14,8548.14
2014/1/15,8602.55
2014/1/16,8612.11
2014/1/17,8596
2014/1/20,8621.56
2014/1/21,8599.9
2014/1/22,8625.3
2014/1/23,8595.1
2014/1/24,8598.31
2014/1/27,8462.57
2014/2/5,8264.48
2014/2/6,8311.01
2014/2/7,8387.35
2014/2/10,8391.95
2014/2/11,8430.56
2014/2/12,8510.87
2014/2/13,8467.7
2014/2/14,8513.68
2014/2/17,8519.55
2014/2/18,8556.23
2014/2/19,8577.01
2014/2/20,8524.62
2014/2/21,8601.86
2014/2/24,8560.61
2014/2/25,8575.62
2014/2/26,8600.86
2014/2/27,8639.58
2014/3/3,8601.98
2014/3/4,8554.54
2014/3/5,8632.93
2014/3/6,8713.79
2014/3/7,8713.96
2014/3/10,8665.24
2014/3/11,8702.33
2014/3/12,8684.73
2014/3/13,8747.79
2014/3/14,8687.63
2014/3/17,8700.1
2014/3/18,8731.94
2014/3/19,8689.46
2014/3/20,8597.33
2014/3/21,8577.17
2014/3/24,8605.38
2014/3/25,8689.3
2014/3/26,8737.27
2014/3/27,8779.57
2014/3/28,8774.64
2014/3/31,8849.28
2014/4/1,8873.15
2014/4/2,8905.45
2014/4/3,8888.54
2014/4/7,8876.44
2014/4/8,8888.25
2014/4/9,8930.57
2014/4/10,8948.1
2014/4/11,8908.05
2014/4/14,8857.42
2014/4/15,8916.71
2014/4/16,8923.82
2014/4/17,8944.16
2014/4/18,8966.66
2014/4/21,8951.19
2014/4/22,8974.71
2014/4/23,8956.92
2014/4/24,8945.45
2014/4/25,8774.12
2014/4/28,8809.71
2014/4/29,8872.11
2014/4/30,8791.44
2014/5/2,8867.32
2014/5/5,8870.43
2014/5/6,8912.39
2014/5/7,8893.22
2014/5/8,8930.9
2014/5/9,8889.69
2014/5/12,8808.61
2014/5/13,8817.94
2014/5/14,8875.16
2014/5/15,8880.65
2014/5/16,8888.45
2014/5/19,8899.9
2014/5/20,8887.79
2014/5/21,8862.42
2014/5/22,8969.63
2014/5/23,9008.22
2014/5/26,9036.12
2014/5/27,9055.29
2014/5/28,9121.71
2014/5/29,9109
2014/5/30,9075.91
2014/6/3,9123.46
2014/6/4,9119.96
2014/6/5,9140.72
2014/6/6,9134.46
2014/6/9,9162.74
2014/6/10,9222.37
2014/6/11,9229.8
2014/6/12,9204.65
2014/6/13,9196.39
2014/6/16,9202.93
2014/6/17,9240.6
2014/6/18,9279.93
2014/6/19,9316.81
2014/6/20,9273.79
2014/6/23,9228.35
2014/6/24,9246.2
2014/6/25,9242.16
2014/6/26,9320.94
2014/6/27,9306.83
2014/6/30,9393.07
2014/7/1,9441.92
2014/7/2,9484.96
2014/7/3,9526.23
2014/7/4,9510.05
2014/7/7,9520.2
2014/7/8,9530.98
2014/7/9,9489.98
2014/7/10,9565.12
2014/7/11,9495.84
2014/7/14,9520.3
2014/7/15,9569.17
2014/7/16,9484.73
2014/7/17,9408.24
2014/7/18,9400.97
2014/7/21,9440.97
2014/7/22,9499.36
2014/7/24,9527.54
2014/7/25,9439.29
2014/7/28,9420.18
2014/7/29,9391.88
2014/7/30,9447.02
2014/7/31,9315.85
2014/8/1,9266.51
2014/8/4,9330.19
2014/8/5,9141.44
2014/8/6,9143.97
2014/8/7,9131.44
2014/8/8,9085.96
2014/8/11,9172.91
2014/8/12,9163.12
2014/8/13,9231.31
2014/8/14,9230.61
2014/8/15,9206.81
2014/8/18,9141.31
2014/8/19,9243.78
2014/8/20,9288.05
2014/8/21,9253.38
2014/8/22,9380.1
2014/8/25,9390.62
2014/8/26,9393.96
2014/8/27,9485.59
2014/8/28,9478.37
2014/8/29,9436.27
2014/9/1,9513.06
2014/9/2,9399.72
2014/9/3,9450.35
2014/9/4,9428.89
2014/9/5,9407.94
2014/9/9,9434.77
2014/9/10,9357.61
2014/9/11,9322.95
2014/9/12,9223.18
2014/9/15,9217.46
2014/9/16,9133.4
2014/9/17,9195.17
2014/9/18,9237.03
2014/9/19,9240.45
2014/9/22,9134.65
2014/9/23,9084.9
2014/9/24,9098.49
2014/9/25,9011.59
2014/9/26,8989.82
2014/9/29,8960.76
2014/9/30,8966.92
2014/10/1,8990.26
2014/10/2,8975.19
2014/10/3,9106.28
2014/10/6,9095.14
2014/10/7,9040.81
2014/10/8,8955.18
2014/10/9,8966.44
2014/10/13,8711.39
2014/10/14,8768.39
2014/10/15,8655.51
2014/10/16,8633.69
2014/10/17,8512.88
2014/10/20,8663.14
2014/10/21,8654.64
2014/10/22,8748.83
2014/10/23,8731.07
2014/10/24,8646.01
2014/10/27,8627.78
2014/10/28,8773.55
2014/10/29,8903.68
2014/10/30,8888.07
2014/10/31,8974.76
2014/11/3,9004.86
2014/11/4,8989.18
2014/11/5,8962.6
2014/11/6,8891.02
2014/11/7,8912.62
2014/11/10,9049.98
2014/11/11,9034.14
2014/11/12,8918.95
2014/11/13,8980.67
2014/11/14,8982.88
2014/11/17,8884.39
2014/11/18,8859.07
2014/11/19,8963.24
2014/11/20,9078.87
2014/11/21,9091.53
2014/11/24,9122.33
2014/11/25,9116.24
2014/11/26,9122.39
2014/11/27,9165.31
2014/11/28,9187.15
2014/12/1,9117.71
2014/12/2,9034.79
2014/12/3,9175.26
2014/12/4,9225.11
2014/12/5,9206.57
2014/12/8,9187.29
2014/12/9,9128.9
2014/12/10,9032.16
2014/12/11,9013.07
2014/12/12,9027.33
2014/12/15,8985.63
2014/12/16,8950.91
2014/12/17,8828.36
2014/12/18,8878.63
2014/12/19,8999.52
2014/12/22,9095
2014/12/23,9097.71
2014/12/24,9186.18
2014/12/25,9158.7
2014/12/26,9214.07
2014/12/27,9218.5
2014/12/29,9286.28
2014/12/30,9268.43
2014/12/31,9307.26
2015/1/5,9274.11
2015/1/6,9048.34
2015/1/7,9080.09
