,TWII
2015/1/8,9238.03
2015/1/9,9215.58
2015/1/12,9178.3
2015/1/13,9231.8
2015/1/14,9180.23
2015/1/15,9165.09
2015/1/16,9138.29
2015/1/19,9174.06
2015/1/20,9251.69
2015/1/21,9319.71
2015/1/22,9369.51
2015/1/23,9470.94
2015/1/26,9477.67
2015/1/27,9521.59
2015/1/28,9510.92
2015/1/29,9426.9
2015/1/30,9361.91
2015/2/2,9386.99
2015/2/3,9448.73
2015/2/4,9513.92
2015/2/5,9512.05
2015/2/6,9456.18
2015/2/9,9421.5
2015/2/10,9393.7
2015/2/11,9462.22
2015/2/12,9496.31
2015/2/13,9529.51
2015/2/24,9629.37
2015/2/25,9699.54
2015/2/26,9622.1
2015/3/2,9601.36
2015/3/3,9605.77
2015/3/4,9621.73
2015/3/5,9595.09
2015/3/6,9645.77
2015/3/9,9562.98
2015/3/10,9536.53
2015/3/11,9523.18
2015/3/12,9596
2015/3/13,9579.35
2015/3/16,9512.91
2015/3/17,9539.44
2015/3/18,9653.43
2015/3/19,9736.73
2015/3/20,9749.69
2015/3/23,9758.09
2015/3/24,9731.66
2015/3/25,9667.83
2015/3/26,9619.12
2015/3/27,9503.72
2015/3/30,9521.87
2015/3/31,9586.44
2015/4/1,9507.66
2015/4/2,9600.32
2015/4/7,9641.9
2015/4/8,9571.97
2015/4/9,9568.04
2015/4/10,9617.7
2015/4/13,9666.52
2015/4/14,9642.22
2015/4/15,9540.06
2015/4/16,9656.87
2015/4/17,9570.93
2015/4/20,9552.85
2015/4/21,9533.98
2015/4/22,9613
2015/4/23,9797.49
2015/4/24,9913.28
2015/4/27,9973.12
2015/4/28,9956.83
2015/4/29,9853.83
2015/4/30,9820.05
2015/5/4,9845.04
2015/5/5,9820.13
2015/5/6,9818.2
2015/5/7,9704.11
2015/5/8,9692
2015/5/11,9663.72
2015/5/12,9680.73
2015/5/13,9724.11
2015/5/14,9610.83
2015/5/15,9579.48
2015/5/18,9606.1
2015/5/19,9716.77
2015/5/20,9685.31
2015/5/21,9578.56
2015/5/22,9638.8
2015/5/25,9645.17
2015/5/26,9669.41
2015/5/27,9693.54
2015/5/28,9712.84
2015/5/29,9701.07
2015/6/1,9625.69
2015/6/2,9614.26
2015/6/3,9556.52
2015/6/4,9348.63
2015/6/5,9340.13
2015/6/8,9368.43
2015/6/9,9191.87
2015/6/10,9298.5
2015/6/11,9302.49
2015/6/12,9301.93
2015/6/15,9259.48
2015/6/16,9212.78
2015/6/17,9189.83
2015/6/18,9218.37
2015/6/22,9341.77
2015/6/23,9391.14
2015/6/24,9397.31
2015/6/25,9476.34
2015/6/26,9462.57
2015/6/29,9236.1
2015/6/30,9323.02
2015/7/1,9375.23
2015/7/2,9379.24
2015/7/3,9358.23
2015/7/6,9255.96
2015/7/7,9250.16
2015/7/8,8976.11
2015/7/9,8914.13
2015/7/13,9033.92
2015/7/14,9041.76
2015/7/15,9054.2
2015/7/16,9042.21
2015/7/17,9045.98
2015/7/20,8975
2015/7/21,9005.96
2015/7/22,8918.7
2015/7/23,8791.12
2015/7/24,8767.86
2015/7/27,8556.68
2015/7/28,8582.49
2015/7/29,8563.48
2015/7/30,8651.49
2015/7/31,8665.34
2015/8/3,8524.41
2015/8/4,8510.86
2015/8/5,8542.27
2015/8/6,8449.56
2015/8/7,8442.29
2015/8/10,8466.84
2015/8/11,8394.14
2015/8/12,8283.38
2015/8/13,8311.74
2015/8/14,8305.64
2015/8/17,8213.42
2015/8/18,8177.22
2015/8/19,8021.84
2015/8/20,8029.81
2015/8/21,7786.92
2015/8/24,7410.34
2015/8/25,7675.64
2015/8/26,7715.59
2015/8/27,7824.55
2015/8/28,8019.18
2015/8/31,8174.92
2015/9/1,8017.56
2015/9/2,8035.29
2015/9/3,8095.95
2015/9/4,8000.6
2015/9/7,7986.56
2015/9/8,8001.5
2015/9/9,8286.92
2015/9/10,8268.68
2015/9/11,8305.82
2015/9/14,8307.29
2015/9/15,8259.99
2015/9/16,8333.29
2015/9/17,8445.5
2015/9/18,8462.14
2015/9/21,8307.04
2015/9/22,8365.92
2015/9/23,8193.42
2015/9/24,8123.1
2015/9/25,8132.35
2015/9/30,8181.24
2015/10/1,8295.94
2015/10/2,8305.03
2015/10/5,8352.36
2015/10/6,8394.1
2015/10/7,8495.23
2015/10/8,8445.96
2015/10/12,8573.72
2015/10/13,8567.92
2015/10/14,8522.51
2015/10/15,8601.52
2015/10/16,8604.95
2015/10/19,8631.5
2015/10/20,8653.6
2015/10/21,8609.23
2015/10/22,8608.46
2015/10/23,8673.81
2015/10/26,8745.36
2015/10/27,8701.32
2015/10/28,8665.99
2015/10/29,8571.08
2015/10/30,8554.31
2015/11/2,8614.77
2015/11/3,8713.19
2015/11/4,8857.02
2015/11/5,8850.18
2015/11/6,8693.57
2015/11/9,8642.48
2015/11/10,8536.9
2015/11/11,8415.01
2015/11/12,8428.09
2015/11/13,8329.5
2015/11/16,8295.4
2015/11/17,8419.42
2015/11/18,8340.47
2015/11/19,8477.2
2015/11/20,8465.45
2015/11/23,8485.73
2015/11/24,8400.14
2015/11/25,8386.13
2015/11/26,8484.9
2015/11/27,8398.4
2015/11/30,8320.61
2015/12/1,8463.3
2015/12/2,8457.4
2015/12/3,8456.06
2015/12/4,8398.6
2015/12/7,8454.27
2015/12/8,8343.86
2015/12/9,8229.62
2015/12/10,8216.17
2015/12/11,8115.89
2015/12/14,8040.16
2015/12/15,8073.35
2015/12/16,8184.66
2015/12/17,8319.67
2015/12/18,8257.32
2015/12/21,8282.17
2015/12/22,8292.74
2015/12/23,8315.7
2015/12/24,8324.36
2015/12/25,8363.28
2015/12/28,8358.49
2015/12/29,8293.91
2015/12/30,8279.99
2015/12/31,8338.06
2016/1/4,8114.26
2016/1/5,8075.11
2016/1/6,7990.39
2016/1/7,7852.06
2016/1/8,7893.97
2016/1/11,7788.42
2016/1/12,7768.45
2016/1/13,7824.61
2016/1/14,7742.88
2016/1/15,7762.01
2016/1/18,7811.18
2016/1/19,7854.88
2016/1/20,7699.12
2016/1/21,7664.01
2016/1/22,7756.18
2016/1/25,7894.15
2016/1/26,7828.67
2016/1/27,7849.83
2016/1/28,7905.1
2016/1/29,8080.6
2016/1/30,8145.21
2016/2/1,8156.96
2016/2/2,8131.24
2016/2/3,8063
2016/2/15,8066.51
2016/2/16,8212.07
2016/2/17,8214.25
2016/2/18,8314.67
2016/2/19,8325.04
2016/2/22,8326.68
2016/2/23,8334.64
2016/2/24,8282.86
2016/2/25,8365.86
2016/2/26,8411.16
2016/3/1,8485.69
2016/3/2,8544.05
2016/3/3,8611.79
2016/3/4,8643.55
2016/3/7,8659.55
2016/3/8,8664.31
2016/3/9,8634.11
2016/3/10,8660.7
2016/3/11,8706.14
2016/3/14,8747.9
2016/3/15,8611.18
2016/3/16,8699.14
2016/3/17,8734.54
2016/3/18,8810.71
2016/3/21,8812.7
2016/3/22,8785.68
2016/3/23,8766.09
2016/3/24,8743.38
2016/3/25,8704.97
2016/3/28,8690.45
2016/3/29,8617.35
2016/3/30,8737.04
2016/3/31,8744.83
2016/4/1,8657.55
2016/4/6,8513.3
2016/4/7,8490.25
2016/4/8,8541.5
2016/4/11,8562.59
2016/4/12,8531.18
2016/4/13,8652.08
2016/4/14,8667.71
2016/4/15,8700.39
2016/4/18,8666.01
2016/4/19,8633.72
2016/4/20,8514.48
2016/4/21,8568.65
2016/4/22,8535.75
2016/4/25,8560.28
2016/4/26,8581.57
2016/4/27,8563.05
2016/4/28,8473.87
2016/4/29,8377.9
2016/5/3,8294.12
2016/5/4,8185.47
2016/5/5,8167.96
2016/5/6,8146.43
2016/5/9,8131.83
2016/5/10,8156.29
2016/5/11,8135.56
2016/5/12,8108.05
2016/5/13,8053.69
2016/5/16,8067.6
2016/5/17,8140.48
2016/5/18,8159.68
2016/5/19,8095.98
2016/5/20,8131.26
2016/5/23,8344.44
2016/5/24,8300.66
2016/5/25,8396.2
2016/5/26,8394.12
2016/5/27,8463.61
2016/5/30,8535.87
2016/5/31,8535.59
2016/6/1,8597.16
2016/6/2,8556.02
2016/6/3,8587.36
2016/6/4,8591.57
2016/6/6,8597.11
2016/6/7,8679.9
2016/6/8,8715.48
2016/6/13,8536.22
2016/6/14,8576.12
2016/6/15,8606.37
2016/6/16,8494.14
2016/6/17,8568.08
2016/6/20,8625.92
2016/6/21,8684.85
2016/6/22,8716.25
2016/6/23,8676.68
2016/6/24,8476.99
2016/6/27,8458.87
2016/6/28,8505.51
2016/6/29,8586.56
2016/6/30,8666.58
2016/7/1,8738.24
2016/7/4,8760.58
2016/7/5,8716.07
2016/7/6,8575.75
2016/7/7,8640.91
2016/7/11,8786.47
2016/7/12,8841.46
2016/7/13,8857.75
2016/7/14,8866.36
2016/7/15,8949.85
2016/7/18,9008.21
2016/7/19,9034.87
2016/7/20,9007.68
2016/7/21,9056.56
2016/7/22,9013.14
2016/7/25,8991.67
2016/7/26,9024.79
2016/7/27,9063.39
2016/7/28,9076.64
2016/7/29,8984.41
2016/8/1,9080.71
2016/8/2,9068.76
2016/8/3,9001.71
2016/8/4,9024.71
2016/8/5,9092.12
2016/8/8,9150.26
2016/8/9,9155.08
2016/8/10,9200.42
2016/8/11,9131.83
2016/8/12,9150.39
2016/8/15,9148.51
2016/8/16,9110.36
2016/8/17,9117.7
2016/8/18,9122.5
2016/8/19,9034.27
2016/8/22,8981.81
2016/8/23,9030.93
2016/8/24,9017.38
2016/8/25,9115.47
2016/8/26,9131.72
2016/8/29,9110.17
2016/8/30,9110.56
2016/8/31,9068.85
2016/9/1,9001.15
2016/9/2,8987.55
2016/9/5,9090.13
2016/9/6,9181.85
2016/9/7,9259.07
2016/9/8,9262.89
2016/9/9,9164.88
2016/9/10,9053.69
2016/9/12,8947.06
2016/9/13,8940.83
2016/9/14,8902.3
2016/9/19,9152.88
2016/9/20,9161.58
2016/9/21,9228.5
2016/9/22,9235.26
2016/9/23,9284.62
2016/9/26,9194.52
2016/9/29,9270.9
2016/9/30,9166.85
2016/10/3,9234.2
2016/10/4,9287.77
2016/10/5,9272.28
2016/10/6,9284.31
2016/10/7,9265.81
2016/10/11,9219.82
2016/10/12,9252.6
2016/10/13,9219.17
2016/10/14,9165.17
2016/10/17,9176.22
2016/10/18,9222.58
2016/10/19,9283.99
2016/10/20,9317.24
2016/10/21,9306.57
2016/10/24,9322.5
2016/10/25,9385.65
2016/10/26,9362.25
2016/10/27,9299.55
2016/10/28,9306.92
2016/10/31,9290.12
2016/11/1,9272.7
2016/11/2,9139.04
2016/11/3,9067.27
2016/11/4,9068.15
2016/11/7,9189.84
2016/11/8,9217.43
2016/11/9,8943.2
2016/11/10,9152.18
2016/11/11,8957.76
2016/11/14,8940.4
2016/11/15,8931.03
2016/11/16,8962.22
2016/11/17,8995.26
2016/11/18,9008.79
2016/11/21,9041.11
2016/11/22,9133.39
2016/11/23,9178.23
2016/11/24,9152.11
2016/11/25,9159.07
2016/11/28,9222.24
2016/11/29,9192.38
2016/11/30,9240.71
2016/12/1,9263.53
2016/12/2,9189.49
2016/12/5,9160.66
2016/12/6,9250.77
2016/12/7,9263.89
2016/12/8,9375.86
2016/12/9,9392.68
2016/12/12,9349.94
2016/12/13,9382.14
2016/12/14,9368.52
2016/12/15,9360.35
2016/12/16,9326.78
2016/12/19,9239.32
2016/12/20,9242.41
2016/12/21,9204.26
2016/12/22,9118.75
2016/12/23,9078.64
2016/12/26,9110.54
2016/12/27,9109.27
2016/12/28,9201.4
2016/12/29,9153.09
2016/12/30,9253.5
2017/1/3,9272.88
2017/1/4,9286.96
2017/1/5,9358.14
2017/1/6,9372.22
2017/1/9,9342.42
2017/1/10,9349.64
2017/1/11,9345.74
2017/1/12,9410.18
2017/1/13,9378.83
2017/1/16,9292.33
2017/1/17,9354.53
2017/1/18,9341.97
2017/1/19,9318.12
2017/1/20,9331.46
2017/1/23,9424.05
2017/1/24,9447.95
2017/2/2,9428.97
2017/2/3,9455.56
2017/2/6,9538.01
2017/2/7,9554.56
2017/2/8,9543.25
2017/2/9,9590.18
2017/2/10,9665.59
2017/2/13,9710.32
2017/2/14,9718.78
2017/2/15,9799.76
2017/2/16,9771.25
2017/2/17,9759.76
2017/2/18,9779.92
2017/2/20,9753.2
2017/2/21,9763.93
2017/2/22,9778.78
2017/2/23,9769.31
2017/2/24,9750.47
2017/3/1,9674.78
2017/3/2,9691.8
2017/3/3,9648.21
2017/3/6,9682.63
2017/3/7,9738.07
2017/3/8,9753.45
2017/3/9,9658.61
2017/3/10,9627.89
2017/3/13,9697.34
2017/3/14,9744.21
2017/3/15,9740.31
2017/3/16,9837.83
2017/3/17,9908.69
2017/3/20,9912.97
2017/3/21,9972.49
2017/3/22,9922.66
2017/3/23,9930.74
2017/3/24,9902.98
2017/3/27,9876.77
2017/3/28,9876.45
2017/3/29,9856.25
2017/3/30,9848.15
2017/3/31,9811.52
2017/4/5,9949.48
2017/4/6,9897.8
2017/4/7,9873.37
2017/4/10,9882.54
2017/4/11,9832.42
2017/4/12,9817.68
2017/4/13,9836.68
2017/4/14,9732.93
2017/4/17,9716.4
2017/4/18,9746.56
2017/4/19,9639.94
2017/4/20,9632.69
2017/4/21,9717.41
2017/4/24,9717.95
2017/4/25,9841.71
2017/4/26,9856.45
2017/4/27,9860.62
2017/4/28,9872
2017/5/2,9941.27
2017/5/3,9955.33
2017/5/4,9967.64
2017/5/5,9899.94
2017/5/8,9937.25
2017/5/9,9915.48
2017/5/10,9968.32
2017/5/11,10001.48
2017/5/12,9986.82
2017/5/15,10036.82
2017/5/16,10031.49
2017/5/17,10013.67
2017/5/18,9969.45
2017/5/19,9947.62
2017/5/22,9997.26
2017/5/23,10007.84
2017/5/24,10044.42
2017/5/25,10108.49
2017/5/26,10101.95
2017/5/31,10040.72
2017/6/1,10087.42
2017/6/2,10152.53
2017/6/3,10158.15
2017/6/5,10226.84
2017/6/6,10206.18
2017/6/7,10209.99
2017/6/8,10225.78
2017/6/9,10199.65
2017/6/12,10109.96
2017/6/13,10128.15
2017/6/14,10072.46
2017/6/15,10088.35
2017/6/16,10156.73
2017/6/19,10250.6
2017/6/20,10324.46
2017/6/21,10349.72
2017/6/22,10399.06
2017/6/23,10377.7
2017/6/26,10513.96
2017/6/27,10512.06
2017/6/28,10390.55
2017/6/29,10421.65
2017/6/30,10395.07
2017/7/3,10412.79
2017/7/4,10347.78
2017/7/5,10404.79
2017/7/6,10368.2
2017/7/7,10297.25
2017/7/10,10289.91
2017/7/11,10415.57
2017/7/12,10420.68
2017/7/13,10460.15
2017/7/14,10443.91
2017/7/17,10457.54
2017/7/18,10481.26
2017/7/19,10506.1
2017/7/20,10499.36
2017/7/21,10436.7
2017/7/24,10461.28
2017/7/25,10463.15
2017/7/26,10419.11
2017/7/27,10508.37
2017/7/28,10423.05
2017/7/31,10427.33
2017/8/1,10437.29
2017/8/2,10519.27
2017/8/3,10469.88
2017/8/4,10506.56
2017/8/7,10579.38
2017/8/8,10568.97
2017/8/9,10470.38
2017/8/10,10329.74
2017/8/11,10329.57
2017/8/14,10225.28
2017/8/15,10311.16
2017/8/16,10290.39
2017/8/17,10369.37
2017/8/18,10321.33
2017/8/21,10326.39
2017/8/22,10392.07
2017/8/23,10406.81
2017/8/24,10488.96
2017/8/25,10515.51
2017/8/28,10525.98
2017/8/29,10496.57
2017/8/30,10569.4
2017/8/31,10585.78
2017/9/1,10594.82
2017/9/4,10569.87
2017/9/5,10617.84
2017/9/6,10547.86
2017/9/7,10538.51
2017/9/8,10609.95
2017/9/11,10572.16
2017/9/12,10610.35
2017/9/13,10532.88
2017/9/14,10553.57
2017/9/15,10580.41
2017/9/18,10631.57
2017/9/19,10576.14
2017/9/20,10519.17
2017/9/21,10578.44
2017/9/22,10449.68
2017/9/25,10335.89
2017/9/26,10257.02
2017/9/27,10326.68
2017/9/28,10296.45
2017/9/29,10329.94
2017/9/30,10383.94
2017/10/2,10465.16
2017/10/3,10469.35
2017/10/5,10518.27
2017/10/6,10532.81
2017/10/11,10641.19
2017/10/12,10711.44
2017/10/13,10724.09
2017/10/16,10774.21
2017/10/17,10723.15
2017/10/18,10720.28
2017/10/19,10760.29
2017/10/20,10728.88
2017/10/23,10735.21
2017/10/24,10743.78
2017/10/25,10750.57
2017/10/26,10734.76
2017/10/27,10709.11
2017/10/30,10756.87
2017/10/31,10793.8
2017/11/1,10806.36
2017/11/2,10788.51
2017/11/3,10800.77
2017/11/6,10786.19
2017/11/7,10840.34
2017/11/8,10818.99
2017/11/9,10743.27
2017/11/10,10732.67
2017/11/13,10683.92
2017/11/14,10687.18
2017/11/15,10630.65
2017/11/16,10625.04
2017/11/17,10701.64
2017/11/20,10664.55
2017/11/21,10779.24
2017/11/22,10822.59
2017/11/23,10854.57
2017/11/24,10854.09
2017/11/27,10750.93
2017/11/28,10707.07
2017/11/29,10713.55
2017/11/30,10560.44
2017/12/1,10600.37
2017/12/4,10651.11
2017/12/5,10566.85
2017/12/6,10393.92
2017/12/7,10355.76
2017/12/8,10398.62
2017/12/11,10473.09
2017/12/12,10443.28
2017/12/13,10470.7
2017/12/14,10538.01
2017/12/15,10491.44
2017/12/18,10506.52
2017/12/19,10467.34
2017/12/20,10504.52
2017/12/21,10488.97
2017/12/22,10537.27
2017/12/25,10522.49
2017/12/26,10421.91
2017/12/27,10486.67
2017/12/28,10567.64
2017/12/29,10642.86
2018/1/2,10710.73
2018/1/3,10801.57
2018/1/4,10848.63
2018/1/5,10879.8
2018/1/8,10915.75
2018/1/9,10914.89
2018/1/10,10831.09
2018/1/11,10810.06
2018/1/12,10883.96
2018/1/15,10956.31
2018/1/16,10986.11
2018/1/17,11004.8
2018/1/18,11071.57
2018/1/19,11150.85
2018/1/22,11231.46
2018/1/23,11253.11
2018/1/24,11152.16
2018/1/25,11165.95
2018/1/26,11147.1
2018/1/29,11221.81
2018/1/30,11076.78
2018/1/31,11103.79
2018/2/1,11160.25
2018/2/2,11126.23
2018/2/5,10946.25
2018/2/6,10404
2018/2/7,10551.54
2018/2/8,10528.52
2018/2/9,10371.75
2018/2/12,10421.09
2018/2/21,10714.44
2018/2/22,10662.38
2018/2/23,10794.55
2018/2/26,10836.7
2018/2/27,10815.47
2018/3/1,10785.79
2018/3/2,10698.17
2018/3/5,10642.9
2018/3/6,10784.34
2018/3/7,10745.32
2018/3/8,10823.24
2018/3/9,10864.82
2018/3/12,11002.1
2018/3/13,11095.63
2018/3/14,11038.8
2018/3/15,11018.45
2018/3/16,11027.7
2018/3/19,11046.9
2018/3/20,11010.84
2018/3/21,11011.07
2018/3/22,11005.84
2018/3/23,10823.33
2018/3/26,10840.05
2018/3/27,10986.79
2018/3/28,10865.66
2018/3/29,10845.92
2018/3/30,10906.22
2018/3/31,10919.49
2018/4/2,10888.27
2018/4/3,10821.53
2018/4/9,10893.53
2018/4/10,10927.18
2018/4/11,10974.02
2018/4/12,10955.29
2018/4/13,10965.39
2018/4/16,10954.55
2018/4/17,10810.45
2018/4/18,10847.89
2018/4/19,10971.22
2018/4/20,10779.38
2018/4/23,10697.13
2018/4/24,10579.5
2018/4/25,10559.97
2018/4/26,10488.58
2018/4/27,10553.43
2018/4/30,10657.88
2018/5/2,10618.81
2018/5/3,10514.18
2018/5/4,10529.37
2018/5/7,10604.91
2018/5/8,10691.38
2018/5/9,10703.35
2018/5/10,10760.21
2018/5/11,10858.98
2018/5/14,10952.39
2018/5/15,10874.73
2018/5/16,10897.57
2018/5/17,10833.81
2018/5/18,10830.84
2018/5/21,10966.2
2018/5/22,10938.73
2018/5/23,10886.18
2018/5/24,10936.93
2018/5/25,10942.3
2018/5/28,10987.77
2018/5/29,10964.12
2018/5/30,10821.17
2018/5/31,10874.96
2018/6/1,10949.08
2018/6/4,11109.5
2018/6/5,11100.11
2018/6/6,11201.83
2018/6/7,11251.75
2018/6/8,11156.42
2018/6/11,11149.23
2018/6/12,11144.79
2018/6/13,11173.21
2018/6/14,11013.98
2018/6/15,11087.47
2018/6/19,10904.19
2018/6/20,10927.44
2018/6/21,10941.07
2018/6/22,10899.28
2018/6/25,10786.46
2018/6/26,10742.17
2018/6/27,10701.03
2018/6/28,10654.28
2018/6/29,10836.91
2018/7/2,10777.94
2018/7/3,10715.72
2018/7/4,10721.87
2018/7/5,10611.81
2018/7/6,10608.57
2018/7/9,10720.28
2018/7/10,10756.89
2018/7/11,10676.84
2018/7/12,10738.38
2018/7/13,10864.54
2018/7/16,10817.45
2018/7/17,10778.99
2018/7/18,10842.46
2018/7/19,10835.38
2018/7/20,10932.11
2018/7/23,10946.89
2018/7/24,10995.39
2018/7/25,10965.79
2018/7/26,11010.61
2018/7/27,11075.78
2018/7/30,11033.54
2018/7/31,11057.51
2018/8/1,11098.13
2018/8/2,10929.77
2018/8/3,11012.43
2018/8/6,11024.1
2018/8/7,10983.44
2018/8/8,11075.25
2018/8/9,11028.07
2018/8/10,10983.68
2018/8/13,10748.92
2018/8/14,10824.23
2018/8/15,10716.75
2018/8/16,10683.9
2018/8/17,10690.96
2018/8/20,10699.05
2018/8/21,10792.2
2018/8/22,10804.2
2018/8/23,10863.13
2018/8/24,10809.35
2018/8/27,10902.21
2018/8/28,10989.55
2018/8/29,11099.57
2018/8/30,11093.75
2018/8/31,11063.94
2018/9/3,10964.22
2018/9/4,11021.38
2018/9/5,10995.13
2018/9/6,10924.3
2018/9/7,10846.99
2018/9/10,10725.8
2018/9/11,10752.3
2018/9/12,10722.57
2018/9/13,10727.23
2018/9/14,10868.14
2018/9/17,10828.61
2018/9/18,10760.21
2018/9/19,10857.27
2018/9/20,10831.41
2018/9/21,10972.41
2018/9/25,10978.85
2018/9/26,10974.19
2018/9/27,11034.19
2018/9/28,11006.34
2018/10/1,11051.8
2018/10/2,10919.63
2018/10/3,10863.94
2018/10/4,10718.91
2018/10/5,10517.12
2018/10/8,10455.93
2018/10/9,10466.83
2018/10/11,9806.11
2018/10/12,10045.81
2018/10/15,9901.12
2018/10/16,9981.1
2018/10/17,9979.14
2018/10/18,9953.73
2018/10/19,9919.26
2018/10/22,9974.28
2018/10/23,9775.2
2018/10/24,9759.4
2018/10/25,9520.79
2018/10/26,9489.18
2018/10/29,9516.32
2018/10/30,9526.11
2018/10/31,9802.13
2018/11/1,9844.74
2018/11/2,9906.59
2018/11/5,9889.81
2018/11/6,9824.95
2018/11/7,9908.35
2018/11/8,9945.31
2018/11/9,9830.01
2018/11/12,9831.21
2018/11/13,9775.84
2018/11/14,9791.88
2018/11/15,9826.46
2018/11/16,9797.09
2018/11/19,9828.69
2018/11/20,9743.99
2018/11/21,9741.52
2018/11/22,9714.71
2018/11/23,9667.3
2018/11/26,9765.36
2018/11/27,9778.62
2018/11/28,9884.31
2018/11/29,9885.36
2018/11/30,9888.03
2018/12/3,10137.87
2018/12/4,10083.54
2018/12/5,9916.74
2018/12/6,9684.72
2018/12/7,9760.88
2018/12/10,9647.54
2018/12/11,9707.04
2018/12/12,9816.45
2018/12/13,9858.76
2018/12/14,9774.16
2018/12/17,9787.53
2018/12/18,9718.82
2018/12/19,9783.21
2018/12/20,9674.52
2018/12/21,9676.67
2018/12/22,9646.16
2018/12/24,9639.7
2018/12/25,9527.09
2018/12/26,9478.99
2018/12/27,9641.56
2018/12/28,9727.41
